publisher,author,primary_isbn10,primary_isbn13,date,contributor,title,weeks_on_list
HarperCollins,Rachel Gibson,62079166,9.78E+12,5/15/11,by Rachel Gibson,ANY MAN OF MINE,1
St. Martin's,Iris Johansen,1429920165,9.78E+12,5/8/11,by Iris Johansen,EVE,1
Penguin Group,Amanda Quick,None,9.78E+12,5/8/11,by Amanda Quick,QUICKSILVER,1
Penguin Group,Lora Leigh,None,9.78E+12,4/24/11,by Lora Leigh,NAVARRO'S PROMISE,1
Harlequin,Gena Showalter,None,9.78E+12,4/17/11,by Gena Showalter,THE DARKEST SECRET,1
Kensington,Fern Michaels,1420122487,9.78E+12,4/17/11,by Fern Michaels,HOME FREE,1
Knopf Doubleday,Henning Mankell,307593495,9.78E+12,4/17/11,by Henning Mankell,THE TROUBLED MAN,1
Knopf Doubleday,Alexander McCall Smith,030737839X,9.78E+12,4/10/11,by Alexander McCall Smith,THE SATURDAY BIG TENT WEDDING PARTY,1
Zondervan,Karen Kingsbury,310266289,9.78E+12,4/10/11,by Karen Kingsbury,LEAVING,1
Random House,Tea Obreht,385343833,9.78E+12,4/3/11,by Tea Obreht,THE TIGER’S WIFE,1
St. Martin’s,Lora Leigh,1429985356,9.78E+12,3/20/11,by Lora Leigh,LIVE WIRE,1
HarperCollins,Kim Harrison,61138061,9.78E+12,3/13/11,by Kim Harrison,PALE DEMON,1
Grand Central,Douglas Preston and Lincoln Child,044656432X,9.78E+12,3/13/11,by Douglas Preston and Lincoln Child,GIDEON’S SWORD,1
HarperCollins,Jeaniene Frost,62065793,9.78E+12,3/13/11,by Jeaniene Frost,THIS SIDE OF THE GRAVE,1
Random House,Jamie Ford,345512502,9.78E+12,3/6/11,by Jamie Ford,HOTEL ON THE CORNER OF BITTER AND SWEET,1
Penguin Group,Alex Berenson,None,9.78E+12,2/27/11,by Alex Berenson,THE SECRET SOLDIER,1
Simon & Schuster,JA Jance,141656389X,9.78E+12,2/20/11,by J.A. Jance,FATAL ERROR,1
Berkley,J D Robb,1101987995,9.78E+12,1/29/17,by J. D. Robb,APPRENTICE IN DEATH,0
Dial Press,Mary Ann Shaffer and Annie Barrows,440337976,9.78E+12,1/29/17,by Mary Ann Shaffer and Annie Barrows,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,0
Random House,Debbie Macomber,553391860,9.78E+12,1/29/17,by Debbie Macomber,SWEET TOMORROWS,0
"Little, Brown",James Patterson and David Ellis,1455589918,9.78E+12,1/29/17,by James Patterson and David Ellis,THE MURDER HOUSE,0
Doubleday,Chris Bohjalian,385538928,9.78E+12,1/29/17,by Chris Bohjalian,THE SLEEPWALKER,0
Penguin,Jojo Moyes,None,9.78E+12,1/22/17,by Jojo Moyes,SILVER BAY,0
Putnam,Mark Greaney,None,9.78E+12,1/22/17,by Mark Greaney,TOM CLANCY TRUE FAITH AND ALLEGIANCE,0
HQN,Diana Palmer,373789947,9.78E+12,1/15/17,by Diana Palmer,WYOMING BRAVE,0
Crown/Archetype,Blake Crouch,1101904232,9.78E+12,1/15/17,by Blake Crouch,DARK MATTER,0
Aurora Rose Reynolds,Aurora Rose Reynolds,None,A00B01LYEOR3I,1/15/17,by Aurora Rose Reynolds,UNTIL ASHLYN,0
Ilona Andrews,Ilona Andrews,1943772711,9.78E+12,1/8/17,by Ilona Andrews,ONE FELL SWEEP,0
"Little, Brown",Stephenie Meyer,316387835,9.78E+12,1/1/17,by Stephenie Meyer,THE CHEMIST,0
HTJB,Marie Force,1946136034,9.78E+12,1/1/17,by Marie Force,LIGHT AFTER DARK,0
Harper/HarperCollins,Michael Chabon,62225553,9.78E+12,1/1/17,by Michael Chabon,MOONGLOW,0
Orbit,James S A Corey,316217638,9.78E+12,12/25/16,by James S. A. Corey,BABYLON'S ASHES,0
"Little, Brown",James Patterson with Richard DiLallo,316319996,9.78E+12,12/25/16,by James Patterson with Richard DiLallo,THE CHRISTMAS MYSTERY,0
Morrow/HarperCollins,Christina Baker Kline,NA,9.78E+12,12/18/16,by Christina Baker Kline,ORPHAN TRAIN,0
Berkley,Jayne Ann Krentz,None,9.78E+12,12/18/16,by Jayne Ann Krentz,WHEN ALL THE GIRLS HAVE GONE,0
Putnam,Clive Cussler and Dirk Cussler,399575510,9.78E+12,12/18/16,by Clive Cussler and Dirk Cussler,ODESSA SEA,0
Minotaur,Louise Penny,1250022126,9.78E+12,12/11/16,by Louise Penny,A GREAT RECKONING,0
Morrow,Patricia Cornwell,62436686,9.78E+12,12/11/16,by Patricia Cornwell,CHAOS,0
Bantam,Janet Evanovich,345542975,9.78E+12,12/11/16,by Janet Evanovich,TRICKY TWENTY-TWO,0
Simon & Schuster,Mary Higgins Clark and Alafair Burke,1501108581,9.78E+12,12/11/16,by Mary Higgins Clark and Alafair Burke,THE SLEEPING BEAUTY KILLER,0
Penguin Press,Zadie Smith,1594203989,9.78E+12,12/4/16,by Zadie Smith,SWING TIME,0
Plain Jane,Kristen Callihan,None,A00B01M23RUSL,12/4/16,by Kristen Callihan,MANAGED,0
JKB,K Bromberg,1942832036,9.78E+12,12/4/16,by K. Bromberg,SWEET CHEEKS,0
Delacorte,Danielle Steel,1101883855,9.78E+12,11/27/16,by Danielle Steel,THE AWARD,0
Emily Bestler/Atria,Kyle Mills,1476783489,9.78E+12,11/27/16,by Kyle Mills,VINCE FLYNN: ORDER TO KILL,0
Rutherford,Jana Aston,069252777X,9.78E+12,11/27/16,by Jana Aston,WRONG,0
Anchor,Dan Brown,1101972971,9.78E+12,11/27/16,by Dan Brown,INFERNO,0
Rutherford,Jana Aston,998244414,9.78E+12,11/27/16,by Jana Aston,TRUST,0
Harper/HarperCollins,Ann Patchett,62491814,9.78E+12,11/20/16,by Ann Patchett,COMMONWEALTH,0
"Farrar, Straus & Giroux",Paul Beatty,1250083257,9.78E+12,11/20/16,by Paul Beatty,THE SELLOUT,0
"Little, Brown",Michael Connelly,1455524158,9.78E+12,11/20/16,by Michael Connelly,THE CROSSING,0
Baen Books,David Weber,None,9.78E+12,11/20/16,by David Weber,SHADOW OF VICTORY,0
KT Publishing,Katy Evans,997263636,9.78E+12,11/20/16,by Katy Evans,MR. PRESIDENT,0
Grand Central,Douglas Preston and Lincoln Child,1455536911,9.78E+12,11/13/16,by Douglas Preston and Lincoln Child,THE OBSIDIAN CHAMBER,0
Morrow,Susan Wiggs,62425471,9.78E+12,11/13/16,by Susan Wiggs,FAMILY TREE,0
Flip City Media,C D Reiss,1942833288,9.78E+12,11/13/16,by C. D. Reiss,MARRIAGE GAMES,0
Scribner,M L Stedman,1451681763,9.78E+12,11/6/16,by M. L. Stedman,THE LIGHT BETWEEN OCEANS,0
Dial,Annie Barrows,812997840,9.78E+12,11/6/16,by Annie Barrows,THE TRUTH ACCORDING TO US,0
"Little, Brown",Maria Semple,316403431,9.78E+12,11/6/16,by Maria Semple,TODAY WILL BE DIFFERENT,0
Flatiron,Mark Frost,1250075580,9.78E+12,11/6/16,by Mark Frost,THE SECRET HISTORY OF TWIN PEAKS,0
CP Publishing,Carly Phillips,1942288093,9.78E+12,10/30/16,by Carly Phillips,GOING DOWN FAST,0
Kendall Ryan,Kendall Ryan,None,A00B01L87ZZMG,10/30/16,by Kendall Ryan,THE FIX UP,0
Gallery,Christina Lauren,1501128000,9.78E+12,10/23/16,by Christina Lauren,BEAUTIFUL,0
Knopf,Carl Hiaasen,385349750,9.78E+12,10/23/16,by Carl Hiaasen,RAZOR GIRL,0
St. Martin's,Jeffrey Archer,1466867507,9.78E+12,10/23/16,by Jeffrey Archer,COMETH THE HOUR,0
St. Martin's Griffin,Diane Chamberlain,1250010721,9.78E+12,10/16/16,by Diane Chamberlain,THE SILENT SISTER,0
Avon,Tessa Dare,62349058,9.78E+12,10/16/16,by Tessa Dare,DO YOU WANT TO START A SCANDAL,0
Avon,Jill Shalvis,62448056,9.78E+12,10/16/16,by Jill Shalvis,THE TROUBLE WITH MISTLETOE,0
HTJB,Marie Force,1942295839,9.78E+12,10/16/16,by Marie Force,SEX MACHINE,0
Morrow/HarperCollins,Karin Slaughter,62430238,9.78E+12,10/16/16,by Karin Slaughter,THE KEPT WOMAN,0
Putnam,Clive Cussler and Robin Burcell,399183973,9.78E+12,10/9/16,by Clive Cussler and Robin Burcell,PIRATE,0
EverAfter Romance,Penelope Ward and Vi Keeland,1942215495,9.78E+12,10/9/16,by Penelope Ward and Vi Keeland,PLAYBOY PILOT,0
Doubleday,John Grisham,553393480,9.78E+12,10/9/16,by John Grisham,ROGUE LAWYER,0
Delacorte,Danielle Steel,425285375,9.78E+12,10/2/16,by Danielle Steel,RUSHING WATERS,0
Grand Central,Sandra Brown,1455581232,9.78E+12,10/2/16,by Sandra Brown,STING,0
Penguin,Jojo Moyes,143130153,9.78E+12,10/2/16,by Jojo Moyes,ME BEFORE YOU,0
Atria,William Kent Krueger,1476749280,9.78E+12,9/25/16,by William Kent Krueger,MANITOU CANYON,0
Morrow/HarperCollins,Patricia Cornwell,62325426,9.78E+12,9/25/16,by Patricia Cornwell,DEPRAVED HEART,0
Pamela Dorman/Viking,Jojo Moyes,143108867,9.78E+12,9/25/16,by Jojo Moyes,AFTER YOU,0
Knopf,Nathan Hill,1101946628,9.78E+12,9/18/16,by Nathan Hill,THE NIX,0
HarperCollins,Jodi Picoult,61980242,9.78E+12,9/11/16,by Jodi Picoult,THE PACT,0
Fine Line,Eva Natiello,NA,A00B00LAI2SV0,9/11/16,by Eva Natiello,THE MEMORY BOX,0
Harper,Daniel Silva,62320246,9.78E+12,9/4/16,by Daniel Silva,THE BLACK WIDOW,0
Berkley,Joanna Wylde,None,9.78E+12,8/28/16,by Joanna Wylde,REAPER'S FIRE,0
Atria,Colleen Hoover,1501110373,9.78E+12,8/28/16,by Colleen Hoover,IT ENDS WITH US,0
Vi Keeland,Vi Keeland,1942215460,9.78E+12,8/21/16,by Vi Keeland,BOSSMAN,0
Blue Bolt,Jasmine Walt,None,A00B01F3BYKTW,8/21/16,by Jasmine Walt,MAGIC AND MAYHEM,0
Ballantine,Emily Giffin,345546938,9.78E+12,8/14/16,by Emily Giffin,FIRST COMES LOVE,0
Grand Central,Noah Hawley,1455561800,9.78E+12,8/14/16,by Noah Hawley,BEFORE THE FALL,0
Berkley,Jane Green,None,9.78E+12,8/7/16,by Jane Green,FALLING,0
BookShots,James Patterson with Maxine Paetro,316360597,9.78E+12,8/7/16,by James Patterson with Maxine Paetro,THE TRIAL,0
Waterhouse,Helen Hardt,None,A00B01FWPZQRY,8/7/16,by Helen Hardt,CRAVING,0
Emily Bestler/Atria,Brad Thor,1476789371,9.78E+12,7/31/16,by Brad Thor,FOREIGN AGENT,0
Del Rey,Chuck Wendig,1101966947,9.78E+12,7/31/16,by Chuck Wendig,LIFE DEBT: AFTERMATH,0
"Little, Brown",Elin Hilderbrand,316375152,9.78E+12,7/31/16,by Elin Hilderbrand,HERE'S TO US,0
"Little, Brown",Michael Connelly,759525781,9.78E+12,7/31/16,by Michael Connelly,THE BLACK ICE,0
Morrow,Laura Lippman,61796786,9.78E+12,7/24/16,by Laura Lippman,WHAT THE DEAD KNOW,0
EverAfter Romance,Alessandra Torre,1940941776,9.78E+12,7/24/16,by Alessandra Torre,MOONSHOT,0
BAAE,Corinne Michaels,1942834187,9.78E+12,7/24/16,by Corinne Michaels,SAY YOU'LL STAY,0
Avon Impulse,Eloisa James,62573063,9.78E+12,7/17/16,by Eloisa James,A GENTLEMAN NEVER TELLS,0
"Little, Brown",James Patterson,316317144,9.78E+12,7/17/16,by James Patterson,CROSS KILL,0
Dutton,Brad Taylor,None,9.78E+12,7/17/16,by Brad Taylor,GHOSTS OF WAR,0
Avon,Jill Shalvis,006244803X,9.78E+12,7/17/16,by Jill Shalvis,SWEET LITTLE LIES,0
HQN,Raeanne Thayne,373789831,9.78E+12,7/10/16,by Raeanne Thayne,RIVERBEND ROAD,0
"Little, Brown",James Patterson and Maxine Paetro,031629005X,9.78E+12,7/10/16,by James Patterson and Maxine Paetro,15TH AFFAIR,0
St. Martin's,Sherrilyn Kenyon,125008282X,9.78E+12,7/10/16,by Sherrilyn Kenyon,BORN OF LEGEND,0
Putnam,Clive Cussler and Boyd Morrison,399175962,9.78E+12,7/3/16,by Clive Cussler and Boyd Morrison,THE EMPEROR'S REVENGE,0
Putnam,Nora Roberts,515154121,9.78E+12,7/3/16,by Nora Roberts,THE COLLECTOR,0
Scribner,Annie Proulx,743288785,9.78E+12,7/3/16,by Annie Proulx,BARKSKINS,0
DLZ Entertainment,Lexi Blake,1937608514,9.78E+12,7/3/16,by Lexi Blake,DOMINANCE NEVER DIES,0
Avon,Lisa Kleypas,62371851,9.78E+12,6/26/16,by Lisa Kleypas,MARRYING WINTERBORNE,0
Morrow/HarperCollins,Stephanie Dray and Laura Kamoie,62347276,9.78E+12,6/26/16,by Stephanie Dray and Laura Kamoie,AMERICA'S FIRST DAUGHTER,0
Morrow/HarperCollins,Dorothea Benton Frank,62390759,9.78E+12,6/26/16,by Dorothea Benton Frank,ALL SUMMER LONG,0
Crown/Archetype,Terry McMillan,1101902574,9.78E+12,6/26/16,by Terry McMillan,I ALMOST FORGOT ABOUT YOU,0
Ballantine,Nancy Thayer,1101967064,9.78E+12,6/19/16,by Nancy Thayer,THE ISLAND HOUSE,0
Riverhead,Emma Straub,None,9.78E+12,6/19/16,by Emma Straub,MODERN LOVERS,0
Ballantine,Tess Gerritsen,345449436,9.78E+12,6/19/16,by Tess Gerritsen,THE SURGEON,0
Morrow/HarperCollins,Joe Hill,62200631,9.78E+12,6/12/16,by Joe Hill,THE FIREMAN,0
HTJB,Marie Force,1942295502,9.78E+12,6/12/16,by Marie Force,DESIRE AFTER DARK,0
Knopf,Stephanie Danler,110187595X,9.78E+12,6/12/16,by Stephanie Danler,SWEETBITTER,0
Minotaur,Nevada Barr,1466870931,9.78E+12,6/5/16,by Nevada Barr,BOAR ISLAND,0
Morrow,Steve Martini,62328972,9.78E+12,6/5/16,by Steve Martini,BLOOD FLAG,0
Putnam,Steve Hamilton,399574336,9.78E+12,6/5/16,by Steve Hamilton,THE SECOND LIFE OF NICK MASON,0
Random House,Curtis Sittenfeld,812997611,9.78E+12,5/29/16,by Curtis Sittenfeld,ELIGIBLE,0
"Little, Brown",James Patterson and Maxine Paetro,1455584983,9.78E+12,5/29/16,by James Patterson and Maxine Paetro,14TH DEADLY SIN,0
Harper,Louise Erdrich,62277022,9.78E+12,5/29/16,by Louise Erdrich,LAROSE,0
Bantam,Janet Evanovich and Lee Goldberg,345543068,9.78E+12,5/22/16,by Janet Evanovich and Lee Goldberg,THE HEIST,0
Ace,Charlaine Harris,1101598832,9.78E+12,5/22/16,by Charlaine Harris,NIGHT SHIFT,0
Simon & Schuster,Mary Higgins Clark,1501130447,9.78E+12,5/22/16,by Mary Higgins Clark,AS TIME GOES BY,0
Morrow,Shelley Noble,62319183,9.78E+12,5/15/16,by Shelley Noble,WHISPER BEACH,0
Thomas Nelson,Rachel Hauck,1401686311,9.78E+12,5/15/16,by Rachel Hauck,THE WEDDING DRESS,0
Mira,Stephanie Laurens,1459294033,9.78E+12,5/15/16,by Stephanie Laurens,A BUCCANEER AT HEART,0
Delacorte,Lee Child,804178798,9.78E+12,5/8/16,by Lee Child,MAKE ME,0
Crown,Andy Weir,None,9.78E+12,5/8/16,by Andy Weir,THE MARTIAN,0
Morrow,James Rollins and Grant Blackwood,62135309,9.78E+12,5/8/16,by James Rollins and Grant Blackwood,WAR HAWK,0
Putnam,Stuart Woods,None,9.78E+12,5/1/16,by Stuart Woods,FAMILY JEWELS,0
Random House,Anna Quindlen,812996089,9.78E+12,5/1/16,by Anna Quindlen,MILLER'S VALLEY,0
Doubleday,John Grisham,385541929,9.78E+12,5/1/16,by John Grisham,PARTNERS,0
Berkley,Jennifer Ashley,None,9.78E+12,4/24/16,by Jennifer Ashley,WHITE TIGER,0
Bantam,Laurie R King,804177910,9.78E+12,4/24/16,by Laurie R. King,THE MURDER OF MARY RUSSELL,0
Avon,Julia Quinn,62388150,9.78E+12,4/24/16,by Julia Quinn,BECAUSE OF MISS BRIDGERTON,0
Kensington,Fern Michaels,1617734616,9.78E+12,4/17/16,by Fern Michaels,NO SAFE SECRET,0
Delacorte,Danielle Steel,804179662,9.78E+12,4/17/16,by Danielle Steel,PROPERTY OF A NOBLEWOMAN,0
Avon Impulse,Linda Howard,006242226X,9.78E+12,4/10/16,by Linda Howard,HEARTBREAKER,0
"Little, Brown",Emma Donoghue,316098329,9.78E+12,4/10/16,by Emma Donoghue,ROOM,0
Grand Central,David Baldacci,1455559806,9.78E+12,4/10/16,by David Baldacci,MEMORY MAN,0
Barbara Freethy,Barbara Freethy,996117113,9.78E+12,4/3/16,by Barbara Freethy,IF I DIDN'T KNOW BETTER,0
Ace,Patricia Briggs,698180917,9.78E+12,4/3/16,by Patricia Briggs,FIRE TOUCHED,0
Europa Editions,Elena Ferrante,1609450787,9.78E+12,4/3/16,by Elena Ferrante,MY BRILLIANT FRIEND,0
New American Library,Fiona Barton,1101990465,9.78E+12,3/27/16,by Fiona Barton,THE WIDOW,0
Dutton,Lisa Gardner,069840422X,9.78E+12,3/27/16,by Lisa Gardner,FIND HER,0
Gallery,Christina Lauren,1501131222,9.78E+12,3/20/16,by Christina Lauren,BEAUTIFUL BOSS,0
Ballantine,Debbie Macomber,553391925,9.78E+12,3/20/16,by Debbie Macomber,A GIRL'S GUIDE TO MOVING ON,0
Morrow,Steve Martini,62328948,9.78E+12,3/20/16,by Steve Martini,THE ENEMY INSIDE,0
"Little, Brown",James Patterson and Marshall Karp,316288721,9.78E+12,3/13/16,by James Patterson and Marshall Karp,NYPD RED 4,0
Berkley,J D Robb,None,9.78E+12,3/13/16,by J. D. Robb,BROTHERHOOD IN DEATH,0
DLZ Entertainment,Lexi Blake,1937608492,9.78E+12,3/13/16,by Lexi Blake,FROM SANCTUM WITH LOVE,0
Zebra,Lisa Jackson,1420136046,9.78E+12,3/13/16,by Lisa Jackson,REVENGE,0
Ballatine,Jonathan Kellerman,345541413,9.78E+12,3/6/16,by Jonathan Kellerman,BREAKDOWN,0
Dutton,Harlan Coben,451414136,9.78E+12,3/6/16,by Harlan Coben,THE STRANGER,0
Mira,Ron Carr,1459295498,9.78E+12,3/6/16,by Robyn Carr,BACKWARD GLANCE,0
Delacorte,Danielle Steel,None,9.78E+12,2/28/16,by Danielle Steel,BLUE,0
Harper Perennial,Liane Moriarty,62008676,9.78E+12,2/28/16,by Liane Moriarty,THE LAST ANNIVERSARY,0
Waterhouse,Audrey Carlan,None,A00B013CVOJEG,2/28/16,by Audrey Carlan,JANUARY,0
Jamie McGuire,Jamie McGuire,None,9.78E+12,2/21/16,by Jamie McGuire,BEAUTIFUL BURN,0
Vi Keeland,Vi Keeland,1942215355,9.78E+12,2/21/16,by Vi Keeland,THE BALLER,0
Waterhouse,Audrey Carlan,None,A00B013CVOGNU,2/21/16,by Audrey Carlan,FEBRUARY,0
Delacorte,Melanie Benjamin,345539753,9.78E+12,2/14/16,by Melanie Benjamin,THE SWANS OF FIFTH AVENUE,0
Zebra,Kat Martin,1420139010,9.78E+12,2/14/16,by Kat Martin,INTO THE FURY,0
InterMix,Nora Roberts,None,9.78E+12,2/7/16,by Nora Roberts,IRISH THOROUGHBRED,0
Putnam,Stuart Woods,None,9.78E+12,2/7/16,by Stuart Woods,SCANDALOUS BEHAVIOR,0
Waterhouse,Audrey Carlan,None,A00B013CW2LMW,2/7/16,by Audrey Carlan,APRIL,0
St. Martin's Griffin,Michelle Gable,1466849622,9.78E+12,1/31/16,by Michelle Gable,A PARIS APARTMENT,0
Broadway,Sarah McCoy,307460207,9.78E+12,1/31/16,by Sarah McCoy,THE BAKER'S DAUGHTER,0
Lauren Blakely,Lauren Blakely,None,A00B01A1E8WO0,1/31/16,by Lauren Blakely,BIG ROCK,0
St. Martin's,Darynda Jones,1466886153,9.78E+12,1/31/16,by Darynda Jones,THE DIRT ON NINTH GRAVE,0
Signet,Catherine Anderson,451418352,9.78E+12,1/24/16,by Catherine Anderson,NEW LEAF,0
Doubleday,Chris Bohjalian,385538901,9.78E+12,1/24/16,by Chris Bohjalian,THE GUEST ROOM,0
ePublishing Works!,Jeanne Glidewell,1614177821,9.78E+12,1/24/16,by Jeanne Glidewell,LEXIE STARR COZY MYSTERIES BOXED SET,0
Waterhouse Press,Audrey Carlan,None,A00B013CPIN1W,1/24/16,by Audrey Carlan,MARCH,0
Witness Impulse,James Hayman,62435159,9.78E+12,1/17/16,by James Hayman,THE GIRL IN THE GLASS,0
Avon,Sarah MacLean,62379399,9.78E+12,1/17/16,by Sarah MacLean,THE ROGUE NOT TAKEN,0
Putnam,Mark Greaney,698410610,9.78E+12,1/17/16,by Mark Greaney,TOM CLANCY: COMMANDER IN CHIEF,0
Riverhead,Lauren Groff,1594634475,9.78E+12,1/10/16,by Lauren Groff,FATES AND FURIES,0
Bantam,George R R Martin,345533488,9.78E+12,1/10/16,by George R. R. Martin,A KNIGHT OF THE SEVEN KINGDOMS,0
Delacorte,Danielle Steel,345531035,9.78E+12,12/27/15,by Danielle Steel,PRECIOUS GIFTS,0
Mariner,Philip K Dick,547572484,9.78E+12,12/27/15,by Philip K. Dick,THE MAN IN THE HIGH CASTLE,0
Gallery,Kresley Cole,1451650043,9.78E+12,12/20/15,by Kresley Cole,SWEET RUIN,0
Silhouette,Nora Roberts,146034278X,9.78E+12,12/13/15,by Nora Roberts,NIGHT MOVES,0
Putnam,Clive Cussler and Graham Brown,399174117,9.78E+12,12/13/15,by Clive Cussler and Graham Brown,THE PHARAOH'S SECRET,0
Atria,Isabel Allende,1501117009,9.78E+12,12/13/15,by Isabel Allende,THE JAPANESE LOVER,0
Tor,Terry Goodkind,1466890401,9.78E+12,12/6/15,by Terry Goodkind,WARHEART,0
Putnam,Robert Crais,NA,9.78E+12,12/6/15,by Robert Crais,THE PROMISE,0
Open Road Media,Alice Hoffman,1453206361,9.78E+12,12/6/15,by Alice Hoffman,SEVENTH HEAVEN,0
Ampersand,Kristen Pro,163350008X,9.78E+12,11/29/15,by Kristen Proby,EASY MELODY,0
St. Martin's,Sherrilyn Kenyon,1466840951,9.78E+12,11/22/15,by Sherrilyn Kenyon,BORN OF BETRAYAL,0
Minotaur,Allison Brennan,1466870036,9.78E+12,11/22/15,by Allison Brennan,NO GOOD DEED,0
DGS,Denise Grover Swank,1939996341,9.78E+12,11/22/15,by Denise Grover Swank,THIRTY-FIVE AND A HALF CONSIPIRACIES,0
Bantam,Dean Koontz,None,9.78E+12,11/15/15,by Dean Koontz,FINAL HOUR,0
Ballantine,Tess Gerritsen,None,9.78E+12,11/15/15,by Tess Gerritsen,PLAYING WITH FIRE,0
Random House,David Mitchell,812998685,9.78E+12,11/15/15,by David Mitchell,SLADE HOUSE,0
Zebra,Fern Michaels,1420136666,9.78E+12,11/15/15,by Fern Michaels,WISHES FOR CHRISTMAS,0
Berkley,Kay Hooper,None,9.78E+12,11/8/15,by Kay Hooper,FEAR THE DARK,0
Harper,Michael Crichton,61938742,9.78E+12,11/8/15,by Michael Crichton,PIRATE LATITUDES,0
Doubleday,John Grisham,345543254,9.78E+12,11/8/15,by John Grisham,GRAY MOUNTAIN,0
Harper,Adriana Trigiani,62319213,9.78E+12,11/1/15,by Adriana Trigiani,ALL THE STARS IN THE HEAVENS,0
Berkley,Nora Roberts,None,9.78E+12,11/1/15,by Nora Roberts,DANCE UPON THE AIR,0
"Little, Brown",Elin Hilderbrand,316261122,9.78E+12,11/1/15,by Elin Hilderbrand,WINTER STROLL,0
Mira,Sherryl Woods,778317668,9.78E+12,10/25/15,by Sherryl Woods,WILLOW BROOK ROAD,0
Berkley,Jill Shalvis,None,9.78E+12,10/25/15,by Jill Shalvis,ALL I WANT,0
Putnam,Jan Karon,399167455,9.78E+12,10/25/15,by Jan Karon,COME RAIN OR COME SHINE,0
Vintage,E L James,1101946342,9.78E+12,10/25/15,by E. L. James,GREY,0
HQN,Susan Mallery,146039092X,9.78E+12,10/18/15,by Susan Mallery,MARRY ME AT CHRISTMAS,0
Zebra,Fern Michaels,None,9.78E+12,10/18/15,by Fern Michaels,DOUBLE DOWN,0
Putnam,Catherine Coulter and J T Ellison,None,9.78E+12,10/11/15,by Catherine Coulter and J. T. Ellison,THE END GAME,0
Bantam,Sarah Addison Allen,553906542,9.78E+12,10/11/15,by Sarah Addison Allen,THE GIRL WHO CHASED THE MOON,0
Bantam,Janet Evanovich and Lee Goldberg,345543181,9.78E+12,10/11/15,by Janet Evanovich and Lee Goldberg,THE SCAM,0
Forge,William R Forstchen,1466851899,9.78E+12,10/4/15,by William R. Forstchen,ONE YEAR AFTER,0
Gallery,Christina Lauren,1476777950,9.78E+12,10/4/15,by Christina Lauren,DARK WILD NIGHT,0
Kingswell,Richard Castle,None,9.78E+12,10/4/15,by Richard Castle,DRIVING HEAT,0
Delacorte,Lee Child,None,9.78E+12,9/27/15,by Lee Child,SMALL WARS,0
Susan Stoker,Susan Stoker,None,A00B00ZAQP6FI,9/27/15,by Susan Stoker,PROTECTING MELODY,0
Delacorte,Danielle Steel,None,9.78E+12,9/27/15,by Danielle Steel,UNDERCOVER,0
Ellora's Cave,Laurann Dohner,None,9.78E+12,9/27/15,by Laurann Dohner,NUMBERS,0
Kristen Ashley,Kristen Ashley,None,A00B00YUR6BUM,9/20/15,by Kristen Ashley,HOLD ON,0
Mira,Ron Carr,778317498,9.78E+12,9/20/15,by Robyn Carr,WILDEST DREAMS,0
Jove,Nalini Singh,None,9.78E+12,9/20/15,by Nalini Singh,ARCHANGEL'S ENIGMA,0
Ballantine,Jonathan Kellerman,080417749X,9.78E+12,9/13/15,by Jonathan Kellerman,THE MURDERER'S DAUGHTER,0
HQN,Lori Foster,1460384067,9.78E+12,9/13/15,by Lori Foster,TOUGH LOVE,0
Morrow,Christopher Moore,61779784,9.78E+12,9/13/15,by Christopher Moore,SECONDHAND SOULS,0
Avon,Tessa Dare,62349031,9.78E+12,9/13/15,by Tessa Dare,WHEN A SCOT TIES THE KNOT,0
C. Scott Publishing,Penelope Ward and Vi Keeland,1942215215,9.78E+12,9/13/15,by Penelope Ward and Vi Keeland,COCKY BASTARD,0
Jamie McGuire,Jamie McGuire,None,A00B00XB7J2EO,9/6/15,by Jamie McGuire,SOMETHING BEAUTIFUL,0
Ballantine,Debbie Macomber,None,9.78E+12,9/6/15,by Debbie Macomber,SILVER LININGS,0
Simon & Schuster,Jessica Knoll,1476789657,9.78E+12,9/6/15,by Jessica Knoll,LUCKIEST GIRL ALIVE,0
Broadway,Gillian Flynn,307459926,9.78E+12,8/30/15,by Gillian Flynn,DARK PLACES,0
Del Rey,Robin Hobb,None,9.78E+12,8/30/15,by Robin Hobb,FOOL'S QUEST,0
St. Martin's,Lisa Scottoline,NA,9.78E+12,8/30/15,by Lisa Scottoline,ACCUSED,0
Laree Bailey,H M Ward,1630350745,9.78E+12,8/30/15,by H. M. Ward,THE ARRANGEMENT 20,0
Pepper Winters,Pepper Winters,None,A00B00W6BY24Q,8/30/15,by Pepper Winters,FOURTH DEBT,0
"Little, Brown",Elin Hilderbrand,316334502,9.78E+12,8/23/15,by Elin Hilderbrand,THE RUMOR,0
Pitch73,Leylah Attar,None,9.78E+12,8/23/15,by Leylah Attar,THE PAPER SWAN,0
Story Ink,Cora Seton and others,None,A00B00XEZ19OE,8/23/15,by Cora Seton and others,12-ALARM COWBOYS,0
Harper,Daniel Silva,62320157,9.78E+12,8/23/15,by Daniel Silva,THE ENGLISH SPY,0
Simon & Schuster,Alice Hoffman,1451693613,9.78E+12,8/23/15,by Alice Hoffman,THE MARRIAGE OF OPPOSITES,0
